1.0-v
1,13,82000
2,13,82001
3,13,82002
4,13,82003
,14,82004
,14,82005
,15,82006
,15,82007
,16,82008
,17,82009
,17,82010
1,18,82011
2,18,82012
3,19,82013
,20,82014
,20,82015
6,21,82016
,22,82017
3,24,82018
1,24,82019
2,24,82020
3,24,82021
1,24,82023
2,25,82024
5,25,82025
6,25,82026
7,25,82027
7,25,82028
8,25,82029
9,26,82030
10,26,82033
11,26,82034
12,26,82035
13,26,82036
15,27,82037
16,27,82038
17,27,82039
16,27,82040
17,27,82041
18,28,82042
18,28,82043
19,28,82044
201,28,82045
21,28,82046
22,29,82047
22,29,82048
23,29,82049
24,29,82050
2,29,82051
25,29,82052
26,29,82053
27,29,82054
28,30,82055
2,30,82056
3,30,82057
34,30,82061
35,30,82062
36,30,82063
37,30,82064
38,30,82065
397,30,82066
40,30,82067
41,31,82068
2,31,82069
43,31,82070
44,31,82071
45,31,82072
46,31,82073
7,31,82074
48,31,82075
49,31,82076
50,31,82077
51,31,82078
52,31,82079
53,32,82080
54,32,82081
55,32,82082
56,32,82083
57,32,82084
58,32,82085
59,32,82086
160,32,82087
61,32,82088
62,32,82089
63,32,82090
64,32,82091
65,32,82092
66,32,82093
67,32,82094
76,33,82103
77,33,82104
78,33,82105
79,33,82106
80,33,82107
81,34,82108
82,34,82109
83,34,82110
84,34,82111
85,34,82112
86,34,82113
87,34,82114
88,34,82115
89,34,82116
,35,82117
,35,82118
,36,82119
,37,82120
,38,82121
91,39,82123
92,39,82124
93,39,82125
94,39,82126
95,39,82127
96,39,82128
97,39,82129
98,39,82130
99,39,82131
100,39,82132
101,39,82133
102,39,82134
103,39,82135
104,39,82136
1,43,82137
2,43,82138
3,43,82139
4,43,82140
5,43,82141
6,43,82142
7,43,82143
,44,82144
,44,82145
,45,82146
,45,82147
1,46,82148
2,46,82149
1,47,82154
2,47,82155
3,48,82156
3,48,82157
4,48,82158
3,48,82159
4,49,82160
4,49,82161
5,49,82162
0,50,82165
1,50,82166
2,50,82167
3,50,82168
4,51,82169
4,51,82170
5,51,82171
6,51,82172
7,52,82173
7,52,82174
8,52,82175
9,52,82176
10,52,82177
11,53,82178
11,53,82179
12,53,82180
13,53,82181
14,53,82182
15,54,82183
16,54,82184
17,54,82185
18,54,82186
19,54,82187
20,54,82188
21,54,82189
22,54,82190
23,54,82191
24,54,82192
25,54,82193
26,54,82194
27,54,82195
28,54,82196
29,54,82197
30,54,82198
31,54,82199
32,54,82200
33,54,82201
34,54,82202
35,54,82203
36,54,82204
37,54,82205
38,54,82206
39,55,82207
40,55,82208
41,55,82209
42,55,82210
3,55,82211
4,55,82212
45,55,82213
46,55,82214
7,55,82215
48,55,82216
49,55,82217
50,55,82218
51,55,82219
52,55,82220
53,56,82221
54,56,82222
55,56,82223
56,56,82224
57,56,82225
58,56,82226
59,56,82227
60,56,82228
61,56,82229
62,56,82230
63,56,82231
64,56,82232
65,56,82233
66,57,82234
67,57,82235
68,57,82236
69,57,82237
70,57,82238
71,57,82239
72,57,82240
13,57,82241
14,57,82242
15,57,82243
16,57,82244
17,57,82245
18,57,82246
79,58,82247
80,58,82248
81,58,82249
82,58,82250
83,58,82251
84,58,82252
86,58,82254
87,58,82255
88,58,82256
89,58,82257
90,58,82258
91,59,82259
92,59,82260
93,59,82261
94,59,82262
195,59,82263
96,59,82264
97,59,82265
98,59,82266
99,59,82267
100,59,82268
101,59,82269
102,59,82270
103,60,82271
10,60,82272
11,60,82273
107,60,82275
108,60,82276
109,61,82277
110,61,82278
111,61,82279
118,62,82286
119,62,82287
120,62,82288
121,62,82289
122,62,82290
1128,63,82296
1129,63,82297
1130,63,82298
1131,63,82299
132,63,82300
133,63,82301
13416,63,82302
135,63,82303
,64,82304
,65,82305
136,66,82306
