1.3-v
1,13,85000
2,13,85001
3,13,85002
4,13,85003
5,13,85004
6,13,85005
1,14,85006
2,15,85007
3,16,85008
4,17,85009
1,18,85010
,18,85011
,18,85012
2,19,85013
3,19,85014
,19,85015
,20,85016
1,20,85017
2,20,85018
,20,85019
3,20,85020
4,20,85021
,21,85022
5,21,85023
6,21,85024
,21,85025
7,21,85026
8,21,85027
,21,85028
9,21,85029
10,21,85030
11,22,85031
12,22,85032
13,22,85033
14,22,85034
15,22,85035
16,22,85036
17,22,85037
18,22,85038
19,22,85039
20,22,85040
21,22,85041
22,22,85042
23,22,85043
24,22,85044
25,22,85045
26,23,85046
27,23,85047
28,23,85048
29,23,85049
30,23,85050
31,23,85051
32,23,85052
33,23,85053
34,23,85054
35,23,85055
36,24,85056
37,24,85057
38,24,85058
39,24,85059
40,24,85060
41,24,85061
42,24,85062
43,24,85063
44,24,85064
45,24,85065
46,24,85066
47,24,85067
48,24,85068
49,24,85069
50,24,85070
51,25,85071
52,25,85072
53,25,85073
54,25,85074
55,25,85075
56,25,85076
57,25,85077
58,25,85078
59,25,85079
60,25,85080
61,25,85081
62,25,85082
63,25,85083
64,25,85084
65,26,85085
66,26,85086
67,26,85087
68,26,85088
69,27,85089
70,27,85090
72,27,85092
73,27,85093
74,27,85094
72,28,85097
73,28,85098
,29,85099
,30,85100
,31,85101
,31,85102
,32,85103
,33,85104
,34,85105
,35,85106
,36,85107
,37,85108
81,38,85111
82,38,85112
83,38,85113
84,38,85114
85,38,85115
86,38,85116
87,38,85117
88,38,85118
89,38,85119
90,38,85120
91,38,85121
92,39,85122
93,39,85123
94,39,85124
95,39,85125
96,39,85126
97,39,85127
98,39,85128
99,39,85129
100,39,85130
101,39,85131
1,43,85132
2,43,85133
3,43,85134
4,43,85135
5,43,85136
6,43,85137
7,43,85138
,44,85139
,44,85140
,45,85141
,45,85142
,46,85143
,46,85144
,46,85145
,47,85146
,48,85147
,48,85148
,48,85149
2,49,85150
,49,85151
,50,85152
3,50,85153
,51,85154
,51,85155
4,52,85156
7,52,85157
5,52,85158
,53,85159
,53,85160
,53,85161
,54,85162
6,54,85163
,55,85164
,55,85165
,56,85166
1,56,85167
2,56,85168
,57,85169
3,57,85170
,57,85171
,58,85172
,58,85173
6,58,85174
,59,85175
,59,85176
,59,85177
,60,85178
,60,85179
,60,85180
,61,85181
11,61,85182
,61,85183
12,62,85184
13,62,85185
14,62,85186
15,62,85187
16,62,85188
17,63,85189
21,64,85195
22,64,85196
23,64,85197
24,64,85198
25,64,85199
26,64,85200
27,64,85201
28,64,85202
29,64,85203
30,64,85204
31,64,85205
32,64,85206
33,64,85207
34,64,85208
35,64,85209
36,64,85210
37,64,85211
38,64,85212
39,64,85213
40,64,85214
41,64,85215
42,64,85216
43,64,85217
44,65,85218
45,65,85219
46,65,85220
47,65,85221
48,65,85222
49,65,85223
50,65,85224
51,65,85225
52,65,85226
53,65,85227
54,65,85228
55,65,85229
56,66,85230
57,66,85231
58,66,85232
59,66,85233
60,66,85234
61,66,85235
62,66,85236
63,66,85237
64,66,85238
65,66,85239
66,66,85240
67,66,85241
68,66,85242
69,66,85243
70,66,85244
11,66,85245
12,66,85246
13,66,85247
76,67,85250
77,67,85251
78,67,85252
79,67,85253
80,67,85254
81,67,85255
82,67,85256
83,67,85257
84,67,85258
85,67,85259
86,67,85260
87,67,85261
88,68,85262
89,68,85263
90,68,85264
91,68,85265
99,68,85273
100,69,85274
101,69,85275
102,69,85276
103,69,85277
104,69,85278
105,69,85279
106,69,85280
107,69,85281
4,69,85282
109,70,85283
110,70,85284
111,70,85285
112,70,85286
113,70,85287
114,70,85288
115,70,85289
116,70,85290
117,70,85291
118,71,85292
119,71,85293
120,71,85294
121,71,85295
122,71,85296
123,71,85297
1497,71,85298
1498,71,85299
126,71,85300
127,71,85301
128,71,85302
129,71,85303
130,72,85304
131,72,85305
132,72,85306
133,72,85307
134,73,85308
135,73,85309
136,73,85310
1128,73,85311
1129,73,85312
1130,73,85313
0,74,85319
1,74,85320
2,75,85321
148,75,85322
149,75,85323
150,75,85324
,76,85325
,76,85326
,77,85327
3,78,85328
3,78,85329
3,78,85330
4,78,85331
159,78,85336
160,78,85337
161,78,85338
